User_ID,User_Persona,Age_Group,City,Device_Type,Bank,Join_Date
U1092,Working Professional,35-44,Ahmedabad,Android,Axis Bank,15-12-2025
U1093,Working Professional,25-34,Delhi,Android,State Bank of India,02-11-2025
U1094,Family User,50-59,Bengaluru,iOS,State Bank of India,20-11-2025
U1095,Student,18-20,Noida,iOS,HDFC Bank,20-02-2025
U1096,Budget Conscious,45-54,Gurgaon,iOS,Kotak Mahindra Bank,03-02-2026
U1097,Family User,50-59,Bengaluru,Android,Axis Bank,22-07-2024
U1098,Working Professional,22-24,Gurgaon,Android,Kotak Mahindra Bank,25-11-2023
U1099,Working Professional,25-34,Gurgaon,Android,Axis Bank,03-09-2023
U1100,Family User,30-39,Ahmedabad,Android,State Bank of India,08-02-2026
U1101,Budget Conscious,25-34,Hyderabad,iOS,Kotak Mahindra Bank,10-08-2024
U1102,Frequent Traveler,25-34,Kolkata,Android,HDFC Bank,18-11-2024
U1103,Budget Conscious,45-54,Pune,Android,HDFC Bank,13-11-2025
U1104,High Spender,40-49,Chandigarh,iOS,Axis Bank,17-08-2025
U1105,Working Professional,22-24,Noida,Android,Kotak Mahindra Bank,18-03-2025
U1106,High Spender,50-59,Jaipur,Android,State Bank of India,10-06-2026
U1107,Family User,40-49,Ludhiana,Android,State Bank of India,01-09-2023
U1108,Family User,30-39,Bengaluru,Android,Axis Bank,19-07-2024
U1109,High Spender,50-59,Kolkata,Android,ICICI Bank,02-10-2024
U1110,Working Professional,25-34,Bengaluru,Android,HDFC Bank,08-04-2025
U1111,Working Professional,35-44,Delhi,Android,State Bank of India,27-09-2023
U1112,Student,21-24,Ahmedabad,Android,ICICI Bank,30-12-2024
U1113,Working Professional,22-24,Hyderabad,Android,Kotak Mahindra Bank,22-03-2025
U1114,Student,18-20,Noida,Android,Axis Bank,08-12-2025
U1115,Working Professional,35-44,Mumbai,Android,Axis Bank,10-01-2025
U1116,Working Professional,25-34,Noida,Android,Kotak Mahindra Bank,29-12-2024
U1117,Family User,40-49,Bengaluru,iOS,Kotak Mahindra Bank,06-06-2024
U1118,Frequent Traveler,35-44,Kolkata,Android,HDFC Bank,28-12-2023
U1119,High Spender,30-39,Noida,Android,ICICI Bank,17-10-2025
U1120,Budget Conscious,25-34,Mumbai,Android,ICICI Bank,10-10-2023
U1121,High Spender,30-39,Gurgaon,Android,HDFC Bank,07-12-2023
U1122,Working Professional,25-34,Delhi,Android,Kotak Mahindra Bank,14-11-2024
U1123,Working Professional,35-44,Ludhiana,Android,Kotak Mahindra Bank,26-01-2026
U1124,Working Professional,35-44,Bengaluru,Android,HDFC Bank,28-06-2026
U1125,Working Professional,35-44,Ludhiana,Android,ICICI Bank,29-11-2025
U1126,Student,18-20,Ahmedabad,Android,HDFC Bank,29-12-2025
U1127,Working Professional,22-24,Mumbai,Android,State Bank of India,14-10-2024
U1128,Family User,50-59,Chandigarh,iOS,HDFC Bank,29-06-2025
U1129,Working Professional,35-44,Pune,Android,Axis Bank,20-12-2025
U1130,Family User,50-59,Mumbai,iOS,Axis Bank,25-06-2026
U1131,Frequent Traveler,45-54,Mumbai,Android,Kotak Mahindra Bank,19-04-2024
U1132,High Spender,50-59,Ahmedabad,Android,ICICI Bank,12-02-2025
U1133,High Spender,40-49,Chandigarh,Android,ICICI Bank,09-12-2025
U1134,Student,21-24,Chandigarh,Android,ICICI Bank,24-04-2026
U1135,High Spender,50-59,Gurgaon,Android,State Bank of India,06-03-2026
U1136,Frequent Traveler,25-34,Ludhiana,iOS,ICICI Bank,01-03-2026
U1137,Student,21-24,Jaipur,Android,Axis Bank,07-11-2023
U1138,Family User,50-59,Kolkata,iOS,ICICI Bank,06-10-2025
U1139,Working Professional,35-44,Bengaluru,Android,State Bank of India,26-02-2025
U1140,High Spender,40-49,Hyderabad,Android,ICICI Bank,12-10-2023
U1141,Family User,50-59,Ludhiana,Android,ICICI Bank,06-09-2024
U1142,Frequent Traveler,35-44,Ahmedabad,Android,Kotak Mahindra Bank,23-10-2023
U1143,High Spender,40-49,Bengaluru,Android,Kotak Mahindra Bank,09-02-2024
U1144,High Spender,40-49,Mumbai,Android,HDFC Bank,02-04-2025
U1145,Student,18-20,Ahmedabad,Android,State Bank of India,11-09-2024
U1146,Frequent Traveler,35-44,Pune,Android,State Bank of India,29-03-2024
U1147,Student,18-20,Mumbai,Android,HDFC Bank,27-02-2026
U1148,Budget Conscious,45-54,Kolkata,Android,Kotak Mahindra Bank,19-12-2025
U1149,Family User,50-59,Noida,Android,HDFC Bank,28-11-2025
U1150,Working Professional,35-44,Hyderabad,Android,Kotak Mahindra Bank,30-01-2024
U1151,Working Professional,35-44,Chandigarh,Android,Axis Bank,19-07-2025
U1152,Working Professional,22-24,Bengaluru,Android,HDFC Bank,02-06-2025
U1153,Working Professional,22-24,Gurgaon,iOS,ICICI Bank,30-06-2025
U1154,Budget Conscious,25-34,Noida,Android,Axis Bank,18-11-2024
U1155,Frequent Traveler,35-44,Ahmedabad,Android,Axis Bank,03-04-2024
U1156,Frequent Traveler,35-44,Pune,Android,Kotak Mahindra Bank,09-11-2024
U1157,Budget Conscious,35-44,Ahmedabad,Android,Kotak Mahindra Bank,15-06-2024
U1158,High Spender,50-59,Kolkata,Android,HDFC Bank,30-05-2024
U1159,Family User,40-49,Hyderabad,iOS,HDFC Bank,08-09-2024
U1160,Frequent Traveler,25-34,Ludhiana,Android,HDFC Bank,20-09-2023
U1161,Family User,50-59,Jaipur,iOS,ICICI Bank,04-04-2026
U1162,Working Professional,25-34,Gurgaon,Android,State Bank of India,15-07-2024
U1163,Working Professional,25-34,Gurgaon,Android,HDFC Bank,01-10-2025
U1164,Budget Conscious,25-34,Hyderabad,iOS,Axis Bank,04-11-2023
U1165,Student,18-20,Bengaluru,Android,Kotak Mahindra Bank,04-09-2024
U1166,Student,21-24,Chandigarh,Android,ICICI Bank,21-03-2026
U1167,Working Professional,35-44,Noida,iOS,HDFC Bank,04-10-2025
U1168,Working Professional,35-44,Jaipur,iOS,ICICI Bank,23-05-2024
U1169,Budget Conscious,25-34,Mumbai,Android,Axis Bank,19-04-2024
U1170,Family User,30-39,Ludhiana,Android,Kotak Mahindra Bank,28-02-2025
U1171,Family User,30-39,Pune,Android,HDFC Bank,12-09-2025
U1172,Budget Conscious,35-44,Kolkata,iOS,ICICI Bank,11-02-2026
U1173,Student,18-20,Bengaluru,Android,HDFC Bank,14-11-2025
U1174,Working Professional,25-34,Ahmedabad,Android,Axis Bank,25-10-2024
U1175,Working Professional,22-24,Mumbai,iOS,ICICI Bank,27-02-2024
U1176,Student,21-24,Delhi,Android,Axis Bank,29-12-2024
U1177,Family User,30-39,Kolkata,iOS,ICICI Bank,18-08-2025
U1178,Working Professional,35-44,Hyderabad,Android,Axis Bank,21-03-2024
U1179,Student,18-20,Noida,iOS,State Bank of India,07-01-2026
U1180,Family User,50-59,Noida,Android,ICICI Bank,07-06-2025
U1181,Student,21-24,Delhi,Android,HDFC Bank,12-08-2025
U1182,Family User,50-59,Gurgaon,Android,HDFC Bank,04-05-2024
U1183,Student,21-24,Bengaluru,Android,State Bank of India,10-10-2023
U1184,Family User,50-59,Ahmedabad,Android,Kotak Mahindra Bank,11-01-2026
U1185,Student,21-24,Ahmedabad,Android,HDFC Bank,09-08-2025
U1186,Student,21-24,Chandigarh,Android,Axis Bank,29-05-2024
U1187,Frequent Traveler,35-44,Ludhiana,Android,Axis Bank,31-12-2024
U1188,Student,21-24,Chandigarh,Android,Kotak Mahindra Bank,20-01-2025
U1189,Working Professional,22-24,Kolkata,Android,Kotak Mahindra Bank,08-02-2025
U1190,Budget Conscious,45-54,Ludhiana,iOS,Axis Bank,09-12-2023
U1191,Budget Conscious,45-54,Ahmedabad,Android,Kotak Mahindra Bank,13-06-2024
U1192,Frequent Traveler,35-44,Ludhiana,Android,Kotak Mahindra Bank,11-02-2024
U1193,Working Professional,22-24,Kolkata,Android,Kotak Mahindra Bank,28-05-2025
U1194,Budget Conscious,35-44,Hyderabad,Android,Kotak Mahindra Bank,22-10-2025
U1195,Working Professional,25-34,Noida,Android,HDFC Bank,09-08-2023
U1196,Working Professional,22-24,Ahmedabad,iOS,Kotak Mahindra Bank,29-12-2025
U1197,High Spender,40-49,Delhi,Android,Kotak Mahindra Bank,03-05-2024
U1198,Frequent Traveler,25-34,Delhi,Android,State Bank of India,11-04-2026
U1199,Working Professional,22-24,Gurgaon,Android,Kotak Mahindra Bank,16-03-2026
U1200,Working Professional,22-24,Mumbai,Android,State Bank of India,13-03-2024
